time_days,mse_c,mse_h,old_c,old_h
2.070000000000000000e+03,1.613820677448529750e-05,2.502179086150135845e-05,5.859213706571608782e-05,1.079798312275670469e-05
2.080000000000000000e+03,1.630135739105753601e-05,2.510033300495706499e-05,5.890312968404032290e-05,1.062322098732693121e-05
2.090000000000000000e+03,1.640903064981102943e-05,2.519549525459297001e-05,5.921312549617141485e-05,1.049788261298090219e-05
2.100000000000000000e+03,1.647364297241438180e-05,2.530450728954747319e-05,5.951466300757601857e-05,1.040208280755905434e-05
2.110000000000000000e+03,1.649565092520788312e-05,2.543933078413829207e-05,5.980362038826569915e-05,1.034503111441154033e-05
2.120000000000000000e+03,1.649077421461697668e-05,2.559930362622253597e-05,6.007648698869161308e-05,1.033330590871628374e-05
2.130000000000000000e+03,1.646297459956258535e-05,2.578135718067642301e-05,6.033394311089068651e-05,1.036452977132285014e-05
2.140000000000000000e+03,1.643044379306957126e-05,2.598343053250573575e-05,6.057739301468245685e-05,1.044607597577851266e-05
2.150000000000000000e+03,1.639224501559510827e-05,2.622935062390752137e-05,6.081196988816373050e-05,1.057856024999637157e-05
2.160000000000000000e+03,1.636053821130190045e-05,2.649823363753966987e-05,6.104181375121697783e-05,1.076912212738534436e-05
2.170000000000000000e+03,1.634373438719194382e-05,2.679339195310603827e-05,6.127088272478431463e-05,1.100079680327326059e-05
2.180000000000000000e+03,1.634689215279649943e-05,2.712091554712969810e-05,6.150353146949782968e-05,1.128016265283804387e-05
2.190000000000000000e+03,1.635956141399219632e-05,2.746280370047315955e-05,6.174303416628390551e-05,1.160862120741512626e-05
2.200000000000000000e+03,1.640134905755985528e-05,2.782808769552502781e-05,6.199025665409862995e-05,1.197811889142030850e-05
2.210000000000000000e+03,1.644676558498758823e-05,2.821145972120575607e-05,6.224587559700012207e-05,1.237435481016291305e-05
2.220000000000000000e+03,1.650921331020072103e-05,2.860173117369413376e-05,6.250803562579676509e-05,1.278970648854738101e-05
2.230000000000000000e+03,1.658018663874827325e-05,2.898931234085466713e-05,6.277082138694822788e-05,1.322417119808960706e-05
2.240000000000000000e+03,1.666727803240064532e-05,2.937423778348602355e-05,6.302667316049337387e-05,1.366426477034110576e-05
2.250000000000000000e+03,1.676907413639128208e-05,2.975205643451772630e-05,6.326820584945380688e-05,1.410795539413811639e-05
2.260000000000000000e+03,1.688889460638165474e-05,3.013139757968019694e-05,6.348882743623107672e-05,1.453609002055600286e-05
2.270000000000000000e+03,1.701995279290713370e-05,3.049871884286403656e-05,6.367982132360339165e-05,1.495156539021991193e-05
2.280000000000000000e+03,1.718986277410294861e-05,3.084873242187313735e-05,6.383312575053423643e-05,1.533817157906014472e-05
2.290000000000000000e+03,1.737675120239146054e-05,3.118997119599953294e-05,6.394243246177211404e-05,1.570798849570564926e-05
2.300000000000000000e+03,1.758253347361460328e-05,3.151462442474439740e-05,6.400316487997770309e-05,1.604491262696683407e-05
2.310000000000000000e+03,1.782128674676641822e-05,3.182465661666356027e-05,6.401153223123401403e-05,1.635483567952178419e-05
2.320000000000000000e+03,1.807832086342386901e-05,3.212592855561524630e-05,6.396576645784080029e-05,1.663036891841329634e-05
2.330000000000000000e+03,1.835067814681679010e-05,3.241524245822802186e-05,6.386512541212141514e-05,1.687022995611187071e-05
2.340000000000000000e+03,1.862270619312766939e-05,3.269671287853270769e-05,6.371096969814971089e-05,1.708187301119323820e-05
2.350000000000000000e+03,1.891210558824241161e-05,3.296378417871892452e-05,6.350483454298228025e-05,1.725150286802090704e-05
2.360000000000000000e+03,1.917894405778497458e-05,3.322133852634578943e-05,6.325038702925667167e-05,1.739797698974143714e-05
2.370000000000000000e+03,1.944142422871664166e-05,3.347131860209628940e-05,6.295226194197311997e-05,1.750329647620674223e-05
2.380000000000000000e+03,1.968727519852109253e-05,3.371662751305848360e-05,6.261574890231713653e-05,1.759097904141526669e-05
2.390000000000000000e+03,1.990248347283340991e-05,3.396388274268247187e-05,6.224713433766737580e-05,1.764243461366277188e-05
2.400000000000000000e+03,2.008899173233658075e-05,3.421652218094095588e-05,6.185229722177609801e-05,1.767639696481637657e-05
2.410000000000000000e+03,2.023488741542678326e-05,3.447175549808889627e-05,6.143735663499683142e-05,1.768297806847840548e-05
2.420000000000000000e+03,2.035875149886123836e-05,3.473664764896966517e-05,6.100886093918234110e-05,1.768102447385899723e-05
2.430000000000000000e+03,2.043077256530523300e-05,3.500295861158519983e-05,6.057408609194681048e-05,1.765071647241711617e-05
2.440000000000000000e+03,2.047402449534274638e-05,3.529166133375838399e-05,6.013950769556686282e-05,1.761131716193631291e-05
2.450000000000000000e+03,2.047199086518958211e-05,3.559638571459800005e-05,5.971113932901062071e-05,1.755607081577181816e-05
2.460000000000000000e+03,2.044287612079642713e-05,3.592553548514842987e-05,5.929386679781600833e-05,1.748440627125091851e-05
2.470000000000000000e+03,2.040486651821993291e-05,3.627542901085689664e-05,5.889307067263871431e-05,1.740642983349971473e-05
2.480000000000000000e+03,2.032464908552356064e-05,3.665150870801880956e-05,5.851250898558646441e-05,1.730793883325532079e-05
2.490000000000000000e+03,2.025049980147741735e-05,3.705976268975064158e-05,5.815493568661622703e-05,1.721257649478502572e-05
2.500000000000000000e+03,2.015264544752426445e-05,3.749664028873667121e-05,5.782199150417000055e-05,1.709405478322878480e-05
2.510000000000000000e+03,2.007299190154299140e-05,3.797202225541695952e-05,5.751521166530437768e-05,1.697801781119778752e-05
2.520000000000000000e+03,1.996886567212641239e-05,3.848271444439888000e-05,5.723640060750767589e-05,1.685139977780636400e-05
2.530000000000000000e+03,1.988802250707522035e-05,3.903340257238596678e-05,5.698556196875870228e-05,1.671922291279770434e-05
2.540000000000000000e+03,1.979222361114807427e-05,3.961633046856150031e-05,5.676239379681646824e-05,1.657243046793155372e-05
2.550000000000000000e+03,1.971286110347136855e-05,4.024219379061833024e-05,5.656585199176333845e-05,1.642154529690742493e-05
2.560000000000000000e+03,1.964548755495343357e-05,4.090442234883084893e-05,5.639498704113066196e-05,1.625909499125555158e-05
