time_days,mse_c,mse_h,old_c,old_h
3.600000000000000000e+02,2.244422648800536990e-05,1.139351370511576533e-04,9.270165173802524805e-05,1.583097582624759525e-05
3.700000000000000000e+02,2.277887870150152594e-05,1.138707302743569016e-04,9.144798968918621540e-05,1.598108065081760287e-05
3.800000000000000000e+02,2.305310226802248508e-05,1.138525694841518998e-04,9.016376861836761236e-05,1.614218126633204520e-05
3.900000000000000000e+02,2.325549394299741834e-05,1.139002997661009431e-04,8.885539864422753453e-05,1.631010127312038094e-05
4.000000000000000000e+02,2.338432022952474654e-05,1.139799933298490942e-04,8.753135625738650560e-05,1.647453609621152282e-05
4.100000000000000000e+02,2.345399479963816702e-05,1.140695385402068496e-04,8.620228618383407593e-05,1.662346403463743627e-05
4.200000000000000000e+02,2.345936263736803085e-05,1.142281180364079773e-04,8.487381273880600929e-05,1.676255851634778082e-05
4.300000000000000000e+02,2.342025072721298784e-05,1.144955749623477459e-04,8.354765304829925299e-05,1.690023600531276315e-05
4.400000000000000000e+02,2.333551310584880412e-05,1.148357550846412778e-04,8.222405449487268925e-05,1.703221641946583986e-05
4.500000000000000000e+02,2.322286491107661277e-05,1.153008051915094256e-04,8.090618939604610205e-05,1.716227052384056151e-05
4.600000000000000000e+02,2.308745024492964149e-05,1.158601517090573907e-04,7.959973299875855446e-05,1.727418930386193097e-05
4.700000000000000000e+02,2.293401848874054849e-05,1.165121211670339108e-04,7.830948743503540754e-05,1.737865932227578014e-05
4.800000000000000000e+02,2.275111182825639844e-05,1.172717675217427313e-04,7.704157906118780375e-05,1.746738416841253638e-05
4.900000000000000000e+02,2.257443520647939295e-05,1.181313491542823613e-04,7.580014062114059925e-05,1.754339973558671772e-05
5.000000000000000000e+02,2.239521381852682680e-05,1.191157571156509221e-04,7.458987965947017074e-05,1.761883686413057148e-05
5.100000000000000000e+02,2.219586895080283284e-05,1.201689883600920439e-04,7.341396121773868799e-05,1.767007415764965117e-05
5.200000000000000000e+02,2.200836752308532596e-05,1.213267169077880681e-04,7.227669993881136179e-05,1.771352253854274750e-05
5.300000000000000000e+02,2.182630851166322827e-05,1.225742162205278873e-04,7.118184294085949659e-05,1.773740768840070814e-05
5.400000000000000000e+02,2.164277429983485490e-05,1.239136036019772291e-04,7.013361027929931879e-05,1.775643613655120134e-05
5.500000000000000000e+02,2.147387931472621858e-05,1.252975489478558302e-04,6.913585093570873141e-05,1.775703458406496793e-05
5.600000000000000000e+02,2.129767744918353856e-05,1.267312036361545324e-04,6.819474219810217619e-05,1.774516385921742767e-05
5.700000000000000000e+02,2.114599010383244604e-05,1.282120501855388284e-04,6.731555913574993610e-05,1.771995266608428210e-05
5.800000000000000000e+02,2.100937126670032740e-05,1.297482522204518318e-04,6.650424620602279902e-05,1.768815127434208989e-05
5.900000000000000000e+02,2.087731627398170531e-05,1.313298562308773398e-04,6.576451414730399847e-05,1.764057742548175156e-05
